ID,Customer_ID,Seller_ID,Number_of_Items,Order_Date,Order_Time,Estimated_Delivery_Date,Date_delivered
1492380,39306,117594,5,2021-02-16,16:47:02,2021-02-17,2021-02-21
1008572,50759,284634,6,2022-01-24,01:33:35,2022-01-25,2022-01-26
2565781,11418,860544,7,2022-05-28,01:34:30,2022-05-29,2022-06-04
3460631,58505,140634,6,2022-01-10,11:29:09,2022-01-11,2022-01-12
2842580,92620,357117,3,2021-11-27,11:30:43,2021-11-29,2021-11-28
2301456,94516,702628,8,2022-08-08,20:07:12,2022-08-14,2022-08-13
2379395,99328,855258,7,2022-05-28,07:06:56,2022-05-31,2022-05-30
1244776,64048,801732,4,2022-03-23,03:10:50,2022-03-24,2022-03-25
2953739,52532,367589,3,2021-01-21,12:53:43,2021-01-27,2021-01-22
2882934,42089,460267,8,2022-07-22,05:39:19,2022-07-24,2022-07-26
2525175,83869,241825,8,2021-04-14,06:18:41,2021-04-16,2021-04-16
2491442,91571,753903,8,2021-10-19,11:36:41,2021-10-23,2021-10-20
2379118,36876,777503,5,2022-06-23,11:14:52,2022-06-23,2022-06-28
2516881,67555,188519,8,2022-04-22,13:17:25,2022-04-26,2022-04-23
2372045,76251,799899,3,2022-08-05,00:42:29,2022-08-05,2022-08-05
1097305,41183,549793,7,2021-04-21,09:29:44,2021-04-21,2021-04-24
2060689,52218,250716,5,2022-01-20,09:17:14,2022-01-20,2022-01-24
1679313,45350,631944,3,2022-01-24,05:30:30,2022-01-25,2022-01-27
3107107,20432,521773,3,2021-09-18,09:17:53,2021-09-18,2021-09-21
2507867,12908,398714,5,2022-02-21,12:44:37,2022-02-23,2022-02-21
1581397,63508,589382,6,2021-05-10,06:05:56,2021-05-10,2021-05-11
3252462,23997,519372,8,2021-07-14,01:17:16,2021-07-16,2021-07-17
3061976,52654,634465,1,2021-07-21,15:53:23,2021-07-24,2021-07-23
3405156,50839,100249,6,2021-03-21,18:13:12,2021-03-25,2021-03-23
2715855,98559,631944,3,2022-06-01,11:06:14,2022-06-03,2022-06-06
1187459,90483,258199,5,2021-04-30,09:27:55,2021-05-05,2021-05-03
1979301,47486,270028,6,2022-06-14,17:22:14,2022-06-14,2022-06-14
3367198,16254,736036,5,2022-10-23,17:11:59,2022-10-24,2022-10-24
2048193,80141,244297,8,2022-02-09,16:41:53,2022-02-10,2022-02-09
1556173,83623,191665,1,2021-10-01,06:13:57,2021-10-04,2021-10-01
2469027,97285,166597,6,2022-06-14,12:07:00,2022-06-16,2022-06-14
2594549,87354,626390,6,2021-05-24,01:21:39,2021-05-27,2021-05-29
3117278,71904,321227,7,2022-05-18,23:08:29,2022-05-22,2022-05-19
2431988,22022,143505,2,2022-10-07,11:04:37,2022-10-07,2022-10-09
2131870,47756,427573,7,2022-06-20,21:44:46,2022-06-25,2022-06-24
1379904,78646,515482,3,2022-01-05,22:13:14,2022-01-06,2022-01-05
3378651,14242,530811,7,2022-11-19,15:43:04,2022-11-20,2022-11-20
2736437,46265,791313,6,2021-08-08,13:34:07,2021-08-10,2021-08-15
1819268,14635,113126,3,2022-09-12,16:04:57,2022-09-14,2022-09-12
1337903,28435,532701,4,2021-06-26,10:36:47,2021-06-26,2021-06-28
3321491,86570,187190,6,2021-07-26,07:01:50,2021-07-26,2021-07-29
3319755,89070,579382,1,2021-12-22,08:11:11,2021-12-25,2021-12-24
1003576,72848,285510,1,2021-05-21,03:42:50,2021-05-23,2021-05-23
1279658,49108,194418,2,2021-09-27,17:25:25,2021-09-30,2021-09-28
2250109,51167,257620,4,2022-12-03,22:43:37,2022-12-05,2022-12-04
3444044,56253,248550,7,2022-04-23,18:24:47,2022-04-24,2022-04-24
3130889,53095,179230,5,2022-11-20,16:24:47,2022-11-21,2022-11-23
2998176,37565,208522,3,2021-02-10,04:58:24,2021-02-10,2021-02-10
1702714,86043,436770,5,2021-09-15,05:10:47,2021-09-17,2021-09-17
2081324,31709,257620,7,2021-12-19,14:36:15,2021-12-19,2021-12-24
2145960,37921,565944,6,2022-12-19,23:02:33,2022-12-20,2022-12-20
2840277,89988,257965,7,2021-04-14,09:03:53,2021-04-18,2021-04-14
2669190,80294,398943,3,2022-07-06,16:40:32,2022-07-07,2022-07-10
1270727,45477,561333,1,2022-09-28,08:36:04,2022-09-28,2022-10-01
2750820,29894,548609,1,2021-05-12,22:33:14,2021-05-16,2021-05-14
1366408,35055,159730,1,2021-04-05,17:10:49,2021-04-05,2021-04-10
1021251,44964,259661,6,2022-07-03,06:50:17,2022-07-03,2022-07-03
1914726,16250,598534,8,2022-06-30,00:07:50,2022-07-03,2022-07-05
2016493,68563,410240,4,2022-02-03,22:39:42,2022-02-08,2022-02-04
2291058,50569,478683,2,2022-10-18,22:17:39,2022-10-21,2022-10-22
2984011,14549,107886,4,2021-08-08,16:28:43,2021-08-08,2021-08-08
2604832,27235,738675,4,2021-12-21,08:13:53,2021-12-21,2021-12-28
3275433,83728,401642,4,2021-11-28,19:05:30,2021-11-30,2021-11-28
1451773,41487,248392,1,2021-05-27,19:42:28,2021-05-28,2021-05-27
3160923,10826,735778,2,2021-08-02,22:21:38,2021-08-07,2021-08-05
2738235,24195,273840,7,2022-05-08,02:02:05,2022-05-11,2022-05-09
3360925,26715,838183,6,2021-10-31,12:26:38,2021-11-01,2021-10-31
3024375,35390,815755,7,2022-03-19,07:00:04,2022-03-22,2022-03-19
2732235,80835,341852,1,2022-12-01,16:52:34,2022-12-05,2022-12-01
1320840,45650,515719,1,2021-10-20,15:15:37,2021-10-23,2021-10-25
2399623,81554,187190,2,2021-04-14,10:32:45,2021-04-14,2021-04-19
3046210,59288,496831,7,2022-01-22,00:28:00,2022-01-22,2022-01-28
1016163,32874,378489,1,2021-12-11,10:40:48,2021-12-15,2021-12-12
3008749,84868,729088,8,2022-05-05,05:15:32,2022-05-06,2022-05-07
2572018,23205,174294,6,2022-08-10,16:36:03,2022-08-14,2022-08-15
2492172,68637,202550,1,2022-05-27,01:15:59,2022-05-30,2022-06-02
2631088,15540,374961,7,2021-12-09,02:04:46,2021-12-09,2021-12-11
1525531,64981,815755,7,2021-09-07,22:02:36,2021-09-09,2021-09-12
1964965,34384,377621,4,2021-07-31,05:22:47,2021-08-02,2021-07-31
3148686,41182,270028,2,2021-11-13,11:23:18,2021-11-13,2021-11-20
2189088,96611,141426,2,2021-02-22,14:05:29,2021-02-22,2021-02-22
1732655,55840,814313,4,2022-05-20,21:50:18,2022-05-21,2022-05-25
2066210,14884,812835,6,2021-11-04,14:04:58,2021-11-06,2021-11-04
3313116,91878,412206,1,2021-01-25,22:22:00,2021-01-27,2021-01-26
2083265,29728,508783,4,2022-02-06,22:21:15,2022-02-08,2022-02-07
3059096,25959,215447,5,2021-11-30,23:45:46,2021-12-02,2021-12-02
3255521,86810,239737,4,2021-09-19,21:29:50,2021-09-20,2021-09-19
3250498,71066,483198,7,2021-03-11,00:12:22,2021-03-14,2021-03-19
2670074,37897,558835,1,2022-10-20,12:19:42,2022-10-22,2022-10-24
3252685,23560,374240,7,2021-11-06,07:46:02,2021-11-07,2021-11-06
2566584,10580,743241,1,2021-05-06,05:32:12,2021-05-09,2021-05-08
2456178,62279,530902,3,2022-06-04,22:09:45,2022-06-06,2022-06-11
3134220,33001,897167,1,2021-07-06,10:29:38,2021-07-08,2021-07-10
1219294,58385,174493,7,2021-04-18,20:37:16,2021-04-18,2021-04-24
2839776,44511,338728,6,2021-08-18,19:58:52,2021-08-21,2021-08-19
1785815,25181,104836,2,2022-02-07,09:25:29,2022-02-08,2022-02-07
3435763,29728,870072,4,2021-01-29,01:48:33,2021-01-31,2021-02-01
1059472,18260,431755,4,2021-12-27,20:34:44,2021-12-31,2021-12-29
1126265,94383,444230,8,2021-11-25,12:12:56,2021-11-28,2021-11-25
1500049,62558,735964,4,2021-07-06,12:49:21,2021-07-06,2021-07-06
3118417,26206,254189,7,2021-06-20,19:37:29,2021-06-20,2021-06-23
2592351,72088,768903,7,2022-04-26,17:00:29,2022-04-27,2022-04-27
1177769,24608,452309,2,2022-02-04,04:51:30,2022-02-06,2022-02-05
1828660,87504,311043,2,2021-05-21,03:22:36,2021-05-25,2021-05-24
2564573,96489,892688,2,2021-03-23,10:22:29,2021-03-27,2021-03-29
3079198,93483,280960,4,2022-05-27,14:00:09,2022-05-28,2022-05-29
1749130,49601,173947,6,2021-09-25,20:30:38,2021-09-25,2021-09-26
2149668,60212,865172,1,2022-04-18,03:23:34,2022-04-20,2022-04-19
2500835,50872,390727,3,2022-08-25,22:56:15,2022-08-29,2022-08-27
2869444,44273,532701,2,2021-02-20,02:26:07,2021-02-21,2021-02-22
1941549,40960,143505,1,2021-06-08,16:02:51,2021-06-11,2021-06-08
2159967,95773,623808,8,2022-04-17,17:26:45,2022-04-18,2022-04-21
3090296,29148,623808,1,2022-09-18,01:17:45,2022-09-22,2022-09-21
2992875,35922,848709,3,2021-08-04,19:19:48,2021-08-04,2021-08-11
1453323,54044,692032,4,2022-09-01,03:12:44,2022-09-04,2022-09-02
2014864,63061,705644,6,2021-01-07,23:55:39,2021-01-11,2021-01-13
2025650,96798,581106,6,2021-10-09,23:01:45,2021-10-10,2021-10-10
1272847,98683,152585,6,2021-02-14,12:16:45,2021-02-15,2021-02-14
2816415,29273,374240,3,2022-02-01,06:06:34,2022-02-06,2022-02-01
3488311,94956,247045,4,2022-04-17,22:39:15,2022-04-20,2022-04-19
1928314,70715,554656,2,2022-09-18,12:34:31,2022-09-19,2022-09-19
3380174,21416,224144,6,2021-06-21,07:45:01,2021-06-21,2021-06-22
1383496,81108,879741,5,2022-10-30,07:07:04,2022-11-03,2022-10-30
1510665,26236,644841,1,2021-10-16,01:52:10,2021-10-16,2021-10-20
1734928,97214,452780,5,2021-03-18,10:15:35,2021-03-18,2021-03-21
2216727,94024,635020,1,2021-01-25,14:40:25,2021-01-25,2021-01-27
2423424,16282,892688,8,2022-07-17,07:17:42,2022-07-17,2022-07-25
1453511,84333,496592,5,2022-01-05,21:15:05,2022-01-09,2022-01-06
2003213,52432,728868,5,2021-08-13,21:30:05,2021-08-15,2021-08-13
2424034,83590,228475,8,2022-07-28,09:26:06,2022-07-30,2022-07-31
3404917,15614,577581,4,2022-04-14,10:32:41,2022-04-16,2022-04-17
2339068,63223,817386,4,2021-11-15,13:13:27,2021-11-17,2021-11-20
1077936,57156,887954,1,2022-09-15,15:25:15,2022-09-17,2022-09-16
1300096,32657,204976,6,2022-06-24,21:28:51,2022-06-24,2022-06-27
2940434,37035,867148,1,2022-02-26,05:37:41,2022-02-27,2022-03-01
2026544,62743,614815,5,2021-01-27,21:15:57,2021-01-28,2021-02-02
1101584,82299,867148,2,2021-01-23,16:54:09,2021-01-27,2021-01-30
3234068,11571,111742,6,2022-06-18,11:13:14,2022-06-19,2022-06-18
1468666,11804,629044,4,2022-05-25,19:18:50,2022-05-27,2022-05-25
3331024,26715,626762,6,2021-08-02,00:21:50,2021-08-03,2021-08-05
1230360,32206,745789,5,2022-08-11,06:24:35,2022-08-15,2022-08-15
1170949,70549,646135,4,2022-10-11,23:18:13,2022-10-13,2022-10-14
2588092,83508,848561,2,2021-04-16,07:31:10,2021-04-19,2021-04-18
3025526,31131,626762,1,2021-10-08,19:45:25,2021-10-09,2021-10-13
1944700,63119,617910,3,2021-04-25,07:10:56,2021-04-28,2021-05-02
1901013,56374,846160,3,2022-02-17,16:36:05,2022-02-18,2022-02-17
2171156,38213,602234,1,2021-05-17,17:58:16,2021-05-17,2021-05-19
2753440,27923,423368,5,2021-12-24,00:28:13,2021-12-24,2021-12-30
1182302,15320,626762,8,2021-06-10,18:08:57,2021-06-11,2021-06-15
2890240,75608,404040,1,2021-12-03,08:52:17,2021-12-03,2021-12-07
1773109,43692,368528,3,2022-03-28,05:28:44,2022-03-28,2022-03-31
1577130,80814,508531,6,2021-09-28,07:38:12,2021-10-03,2021-09-29
2234228,14783,241981,6,2021-09-23,05:08:32,2021-09-25,2021-09-25
2117807,23667,374703,1,2022-03-07,18:41:36,2022-03-10,2022-03-08
2193110,38791,108828,8,2022-11-13,08:23:51,2022-11-18,2022-11-13
3100906,28304,658969,2,2022-02-15,03:48:18,2022-02-17,2022-02-17
1172074,53192,240160,6,2022-01-18,13:23:48,2022-01-18,2022-01-20
1942481,69504,791343,1,2022-08-14,06:58:36,2022-08-17,2022-08-14
2084386,39571,462495,5,2022-11-02,20:02:36,2022-11-04,2022-11-02
2048136,69733,808191,5,2021-03-13,22:02:06,2021-03-17,2021-03-14
1993682,60122,805982,4,2022-10-05,13:31:38,2022-10-05,2022-10-08
1774544,65161,861929,1,2022-01-08,22:59:32,2022-01-10,2022-01-08
1104461,25238,412206,5,2021-11-18,05:37:37,2021-11-20,2021-11-25
2679283,57004,320145,4,2022-10-14,18:41:23,2022-10-14,2022-10-21
3019468,47997,516335,5,2022-09-27,19:22:52,2022-09-27,2022-10-01
3218232,56597,502468,7,2022-08-18,05:22:50,2022-08-23,2022-08-21
1202051,36868,295612,4,2021-06-18,18:43:32,2021-06-20,2021-06-18
3313341,15697,516428,1,2021-06-20,23:51:49,2021-06-23,2021-06-20
2891449,18876,272421,8,2022-12-07,20:28:12,2022-12-13,2022-12-11
2202298,97119,324221,4,2021-02-10,22:38:47,2021-02-12,2021-02-14
2133264,56958,581301,8,2021-12-05,04:08:13,2021-12-06,2021-12-08
1426607,24981,213777,8,2021-11-05,13:43:39,2021-11-09,2021-11-08
3486206,55367,651198,3,2022-09-21,17:17:23,2022-09-21,2022-09-22
2983787,45849,626762,1,2022-02-15,02:24:40,2022-02-15,2022-02-17
2944521,80164,702347,7,2021-03-14,06:39:03,2021-03-15,2021-03-17
2487066,75290,270028,7,2022-10-29,04:11:07,2022-10-30,2022-11-05
1570024,14017,625293,8,2021-08-21,02:33:42,2021-08-23,2021-08-23
2680401,48273,740355,1,2022-11-02,04:04:33,2022-11-03,2022-11-05
3277541,11233,897167,1,2022-10-10,03:33:45,2022-10-10,2022-10-10
2112404,44273,407579,2,2022-02-08,02:42:58,2022-02-14,2022-02-14
2897877,41149,483198,4,2022-05-16,08:09:21,2022-05-17,2022-05-20
2800097,88493,822812,2,2022-08-08,17:59:30,2022-08-11,2022-08-09
1405025,93100,591105,5,2022-12-16,12:07:35,2022-12-21,2022-12-20
2873429,77404,191197,5,2021-01-31,21:13:33,2021-02-03,2021-02-01
2699703,80871,616464,2,2021-12-17,18:25:21,2021-12-19,2021-12-19
1382895,61122,871552,3,2022-01-25,20:47:41,2022-01-30,2022-01-25
2587755,22249,742021,3,2022-05-13,04:22:10,2022-05-13,2022-05-15
2591664,78388,583046,4,2021-02-22,14:50:48,2021-02-24,2021-02-23
2902772,46202,629044,4,2021-06-06,06:36:53,2021-06-07,2021-06-08
3090368,83734,528673,7,2022-03-26,06:03:51,2022-03-27,2022-03-29
3399165,54941,194418,2,2021-04-07,18:58:55,2021-04-09,2021-04-08
1093204,11379,226231,1,2021-06-20,00:46:37,2021-06-24,2021-06-22
3418743,63825,805368,8,2022-01-21,12:49:56,2022-01-21,2022-01-21
1091114,10415,819378,2,2021-06-04,16:06:09,2021-06-07,2021-06-06
2959794,14354,184596,5,2022-10-10,15:37:32,2022-10-11,2022-10-12
2613189,22537,702628,5,2021-07-16,07:28:43,2021-07-17,2021-07-17
2853582,10023,235040,1,2021-04-23,12:38:34,2021-04-24,2021-04-27
2616793,65773,486085,2,2022-08-18,06:17:57,2022-08-19,2022-08-22
2033719,95007,592219,3,2021-01-08,07:26:13,2021-01-12,2021-01-08
1232718,44755,689227,5,2021-09-19,10:42:15,2021-09-22,2021-09-24
1898944,60489,246913,4,2021-06-24,06:02:56,2021-06-24,2021-06-24
2665936,75380,382268,8,2022-04-15,12:29:33,2022-04-20,2022-04-18
2650755,12921,343874,8,2022-08-13,21:06:44,2022-08-18,2022-08-15
2716675,15868,814700,1,2022-03-20,05:08:07,2022-03-22,2022-03-22
3023340,85637,412750,4,2021-07-15,14:56:49,2021-07-17,2021-07-16
1137437,53994,478683,5,2022-08-09,07:02:04,2022-08-10,2022-08-15
2888438,63565,180216,4,2022-09-23,18:52:39,2022-09-27,2022-09-23
1056193,35369,208271,3,2021-04-19,12:10:13,2021-04-20,2021-04-19
3073437,11566,808255,2,2022-02-19,17:45:24,2022-02-21,2022-02-21
1865493,74396,748896,8,2022-12-26,05:56:10,2022-12-27,2022-12-31
3489939,96396,519038,5,2021-01-13,05:05:05,2021-01-14,2021-01-16
2853186,24784,642629,2,2022-11-01,13:35:27,2022-11-01,2022-11-03
1052259,97214,180829,7,2021-05-13,18:45:08,2021-05-15,2021-05-21
1575508,48688,612743,4,2021-09-17,00:59:43,2021-09-20,2021-09-18
2987996,60036,637294,8,2021-06-09,20:59:55,2021-06-10,2021-06-11
2568313,40444,532701,4,2022-03-20,01:14:25,2022-03-23,2022-03-24
2070000,58378,377621,6,2021-10-21,09:30:07,2021-10-24,2021-10-21
1619630,18179,701108,6,2022-04-11,18:20:59,2022-04-14,2022-04-11
2657366,99589,531617,5,2022-12-26,00:49:24,2022-12-28,2022-12-30
3387730,92428,542291,2,2022-01-17,15:19:52,2022-01-22,2022-01-18
1031623,39863,660920,2,2021-10-04,16:05:18,2021-10-05,2021-10-06
3263553,74508,477066,5,2022-04-06,13:19:28,2022-04-10,2022-04-07
2623686,62456,760689,6,2022-06-01,14:10:45,2022-06-06,2022-06-03
1282226,64897,617533,6,2021-10-14,22:10:15,2021-10-16,2021-10-18
1047219,37968,392486,2,2022-03-29,10:50:26,2022-03-31,2022-04-04
1012175,17889,729689,3,2021-01-04,15:40:26,2021-01-06,2021-01-05
1101304,64842,195209,4,2021-01-28,03:32:35,2021-01-31,2021-01-28
3002819,13434,792187,5,2022-08-04,19:12:23,2022-08-06,2022-08-08
2634976,64458,747143,5,2021-04-04,09:45:00,2021-04-07,2021-04-05
3251188,51840,834737,5,2021-01-04,16:22:01,2021-01-04,2021-01-06
2693841,42075,425445,6,2022-07-14,04:26:38,2022-07-18,2022-07-18
2797324,29784,507423,4,2022-06-11,01:45:41,2022-06-15,2022-06-12
1433205,26193,188519,7,2022-10-23,02:22:45,2022-10-23,2022-10-23
3034348,62865,378489,6,2021-03-08,20:13:38,2021-03-08,2021-03-14
2792950,89703,521773,1,2022-10-03,11:34:46,2022-10-04,2022-10-03
3013252,72261,631447,8,2021-06-03,17:48:33,2021-06-03,2021-06-07
3047966,48778,191665,3,2022-09-21,14:40:27,2022-09-22,2022-09-26
2316284,93119,349906,8,2021-02-02,17:35:26,2021-02-02,2021-02-06
2000205,73805,739696,4,2022-01-10,15:56:17,2022-01-12,2022-01-10
2846823,41527,887954,3,2022-06-23,11:51:44,2022-06-25,2022-06-27
2494804,21540,500386,6,2021-12-30,06:33:31,2021-12-31,2021-12-30
2437836,80218,374961,6,2021-04-04,22:57:23,2021-04-04,2021-04-04
1141781,91643,808574,6,2022-06-03,21:33:13,2022-06-05,2022-06-05
1559576,23141,828906,3,2022-11-14,18:35:08,2022-11-15,2022-11-22
1364472,66961,663033,1,2021-07-13,01:24:57,2021-07-15,2021-07-16
1919095,78781,591405,8,2022-02-13,04:00:34,2022-02-13,2022-02-13
2511790,82383,683180,3,2021-09-27,20:38:15,2021-09-27,2021-10-02
3241739,90954,584999,6,2021-08-13,02:04:44,2021-08-14,2021-08-16
2667263,49935,134156,5,2022-02-28,02:23:47,2022-03-03,2022-03-04
1867444,59259,516335,2,2022-12-03,01:24:45,2022-12-06,2022-12-08
2411824,98725,412206,2,2022-07-27,03:55:45,2022-07-30,2022-07-29
1270127,82905,356606,7,2021-02-28,17:34:19,2021-03-01,2021-03-03
2461133,99830,294678,4,2022-05-01,15:07:19,2022-05-04,2022-05-02
2693004,64598,426237,7,2021-10-10,08:45:16,2021-10-13,2021-10-12
1367747,75509,664480,2,2022-09-16,13:12:52,2022-09-19,2022-09-17
2806456,13798,568441,1,2021-03-10,07:24:22,2021-03-15,2021-03-13
2749039,76397,542420,8,2022-11-06,17:59:05,2022-11-10,2022-11-09
1604538,72609,522086,5,2021-04-27,08:03:19,2021-04-27,2021-04-27
2911405,15111,615684,4,2021-08-30,19:04:33,2021-08-30,2021-09-06
1145110,16248,783623,5,2021-03-14,20:13:54,2021-03-16,2021-03-15
3100238,72989,639402,4,2021-03-07,07:29:39,2021-03-12,2021-03-08
2586005,82279,568112,3,2021-08-17,09:12:02,2021-08-18,2021-08-22
2594714,51743,783212,5,2022-10-26,16:33:17,2022-10-26,2022-10-29
2577907,23172,799899,2,2021-12-04,23:12:41,2021-12-05,2021-12-06
2789654,84246,899922,5,2021-08-04,06:27:09,2021-08-05,2021-08-05
2204355,84027,387697,3,2022-08-11,01:04:17,2022-08-12,2022-08-15
2993815,27879,669496,2,2022-12-01,18:32:18,2022-12-02,2022-12-04
1768853,61507,612743,6,2022-02-25,14:45:46,2022-02-25,2022-03-02
1376166,26163,496458,8,2021-01-04,19:31:52,2021-01-08,2021-01-04
2712021,71410,256319,6,2022-09-03,04:11:01,2022-09-08,2022-09-03
2782783,29866,815755,8,2022-12-18,04:08:54,2022-12-19,2022-12-20
1312768,16243,460697,3,2022-09-09,04:17:36,2022-09-14,2022-09-10
1530541,22327,184596,5,2022-07-08,01:14:26,2022-07-08,2022-07-08
2583572,79498,478047,3,2021-01-10,23:40:35,2021-01-12,2021-01-14
1836983,12747,523340,1,2021-07-25,18:23:28,2021-07-27,2021-07-25
3245756,61863,367033,8,2022-09-06,05:28:00,2022-09-06,2022-09-14
1600067,90172,113126,8,2022-11-26,11:43:37,2022-11-30,2022-11-29
3200999,98137,270028,6,2021-01-21,11:50:16,2021-01-23,2021-01-23
1216834,47544,484284,1,2021-10-13,17:42:25,2021-10-16,2021-10-18
1293190,35430,343167,1,2022-09-02,02:59:52,2022-09-05,2022-09-03
2813880,52759,709403,1,2022-06-27,07:31:10,2022-07-01,2022-07-03
2694928,54244,580155,4,2022-05-01,00:54:47,2022-05-03,2022-05-01
1014724,90240,666023,4,2022-08-17,12:43:13,2022-08-22,2022-08-23
2397291,12414,789658,7,2021-08-17,18:48:15,2021-08-20,2021-08-21
1518093,23544,523477,8,2022-10-08,19:27:06,2022-10-10,2022-10-09
1608483,82509,524774,3,2021-04-02,10:25:34,2021-04-04,2021-04-06
2118959,57403,396701,4,2021-05-05,15:35:33,2021-05-05,2021-05-07
2859041,14760,477252,3,2022-07-10,00:37:54,2022-07-14,2022-07-10
2024376,44755,261970,4,2022-10-17,06:05:03,2022-10-19,2022-10-21
1201633,51815,665314,4,2022-11-03,11:55:16,2022-11-06,2022-11-11
3222744,29495,356637,8,2022-11-19,09:03:16,2022-11-22,2022-11-19
2422117,25070,403662,4,2022-01-01,04:21:50,2022-01-03,2022-01-04
3431503,38750,483198,8,2021-05-27,00:31:27,2021-05-29,2021-05-28
2725950,72692,867851,5,2022-05-12,02:16:09,2022-05-13,2022-05-13
2588888,72214,180420,7,2022-09-08,20:03:10,2022-09-10,2022-09-11
1644805,99121,477726,1,2021-06-30,05:01:03,2021-07-02,2021-07-03
1259647,24961,823332,6,2022-10-25,07:10:15,2022-10-25,2022-10-28
1615259,94819,240025,7,2022-03-25,23:39:23,2022-03-27,2022-04-02
3383402,23750,220809,5,2022-08-22,17:55:23,2022-08-23,2022-08-29
2527183,86859,191401,7,2021-06-18,11:27:31,2021-06-19,2021-06-23
1819744,45492,511112,1,2022-04-25,21:19:39,2022-04-26,2022-04-29
3409819,86572,444142,8,2021-03-07,08:54:15,2021-03-09,2021-03-09
3398176,17779,365377,4,2022-12-16,07:56:58,2022-12-16,2022-12-20
3068322,62612,840110,2,2021-12-11,11:54:02,2021-12-11,2021-12-12
3148899,92982,871084,8,2022-12-20,19:57:46,2022-12-22,2022-12-24
2864601,39192,530902,6,2021-05-06,15:59:24,2021-05-07,2021-05-06
3272883,79716,611120,5,2022-08-28,16:07:46,2022-08-28,2022-08-30
2212262,40244,563521,7,2021-08-14,10:20:47,2021-08-15,2021-08-14
1717861,11812,500386,2,2021-01-17,06:23:00,2021-01-18,2021-01-18
3116307,29678,135771,8,2022-01-15,14:41:40,2022-01-15,2022-01-15
3096084,30494,644700,7,2021-03-21,19:32:13,2021-03-23,2021-03-22
2747216,37057,266411,6,2022-05-24,18:51:00,2022-05-25,2022-05-30
3058163,60489,893649,3,2022-01-22,22:43:52,2022-01-22,2022-01-24
1466435,60684,169293,8,2022-01-08,16:29:46,2022-01-10,2022-01-13
3140787,15425,804659,4,2022-11-29,07:20:00,2022-12-01,2022-12-01
1973923,69359,880845,1,2021-08-30,04:32:16,2021-09-01,2021-09-03
3470133,54082,591105,4,2021-10-08,01:21:50,2021-10-08,2021-10-10
1125351,50590,180146,4,2021-11-28,11:02:33,2021-12-03,2021-11-29
1754550,59486,370444,6,2022-05-11,04:51:20,2022-05-11,2022-05-18
2538293,17309,272421,5,2021-04-05,00:14:38,2021-04-10,2021-04-08
2087363,18307,537726,3,2022-01-09,07:54:40,2022-01-10,2022-01-10
2249694,62903,772298,3,2022-10-28,00:17:42,2022-10-31,2022-10-29
1260205,86859,633174,4,2021-03-05,13:47:30,2021-03-06,2021-03-10
1898746,39065,603186,1,2021-07-21,00:33:28,2021-07-21,2021-07-23
3251059,94025,483248,7,2022-07-28,10:11:52,2022-07-30,2022-07-30
2750313,87573,799315,4,2021-07-09,05:59:00,2021-07-11,2021-07-09
1273964,27969,367589,4,2022-07-06,00:14:06,2022-07-10,2022-07-06
3347772,31590,599539,6,2022-07-25,07:50:15,2022-07-29,2022-07-27
2223828,75470,273110,1,2021-06-30,00:47:41,2021-07-02,2021-07-02
2793529,54508,213777,3,2021-11-10,12:43:36,2021-11-10,2021-11-14
3225507,55425,349988,7,2021-04-03,11:12:25,2021-04-03,2021-04-03
3217258,85425,537726,4,2022-09-16,15:13:28,2022-09-16,2022-09-20
2499204,79508,159730,2,2022-06-01,10:51:20,2022-06-06,2022-06-03
1758935,42192,472064,2,2022-10-29,17:24:15,2022-11-03,2022-11-04
3343308,62416,116987,1,2022-07-12,18:59:33,2022-07-15,2022-07-12
1521341,60017,688744,3,2021-07-16,18:03:21,2021-07-18,2021-07-21
3199825,18597,629566,6,2021-07-10,04:58:03,2021-07-10,2021-07-10
2663728,86767,383118,1,2021-03-22,02:45:11,2021-03-26,2021-03-23
3399604,24961,281449,6,2022-07-22,08:26:47,2022-07-28,2022-07-22
3282603,41519,181201,8,2022-04-12,21:14:42,2022-04-16,2022-04-16
1025789,60610,246325,7,2021-04-22,22:45:24,2021-04-26,2021-04-27
2916805,70623,658606,3,2021-04-20,17:12:28,2021-04-23,2021-04-21
1652395,20563,571236,7,2022-09-25,18:00:18,2022-09-28,2022-09-29
2318751,77401,227607,5,2021-08-16,12:48:18,2021-08-18,2021-08-21
2918997,28124,321227,5,2021-11-25,07:15:07,2021-11-26,2021-11-27
2023909,43424,559150,3,2022-01-10,07:26:53,2022-01-11,2022-01-15
1258729,99965,444268,7,2021-04-01,07:26:59,2021-04-01,2021-04-04
3350588,45487,688728,8,2022-04-19,16:19:12,2022-04-20,2022-04-19
1841630,75094,273110,4,2021-09-26,01:38:14,2021-09-29,2021-09-26
2303244,31063,791343,7,2021-12-22,13:11:37,2021-12-28,2021-12-25
1431020,55416,631524,8,2021-05-19,10:05:27,2021-05-19,2021-05-20
3451323,41790,404040,5,2022-12-01,14:23:12,2022-12-01,2022-12-05
2147947,67539,162161,3,2021-03-16,06:23:10,2021-03-18,2021-03-17
1866518,90680,527867,5,2021-06-20,19:36:26,2021-06-22,2021-06-20
3051828,17776,422012,4,2021-03-24,00:36:30,2021-03-24,2021-04-01
1835779,67895,805982,2,2021-03-06,17:27:10,2021-03-08,2021-03-09
1124246,96254,878860,1,2022-09-13,12:14:22,2022-09-13,2022-09-16
